Артикул распродажи,Наименование,Бренд,Модель,Полная цена,Обычная цена,Цена распродажи,Скидка в %,Описание,Ссылка на товар,Изображение уцененного,Обычное изображение
425436968,Kitfort,Кофемолка,KT-748,102.0,82.62,82.62,19,"Новая, вмятина на корпусе, полная гарантия.",https://www.21vek.by/coffee_mills/kt748_kitfort.html,https://cdn21vek.by/img/galleries/6172/23/sale/4154378/preview/1000603024784685299.jpg,https://cdn21vek.by/img/galleries/6172/23/preview/kt748_kitfort_5f8d366779a19.jpeg
425462603,Endever,Пароочиститель,Odyssey Q-443,122.36,85.65,85.65,30,"Был в эксплуатации, после сервисного обслуживания (регулировка клапана подачи пара), царапины, загрязнения, в комплекте нет тканевого чехла, гарантия по 21.04.2023г.",https://www.21vek.by/steam_cleaner/odysseyq443_endever.html,https://cdn21vek.by/img/galleries/6116/680/sale/4186003/preview/6934044765040656790.jpg,https://cdn21vek.by/img/galleries/6116/680/preview/odysseyq443_endever_5f68498a2cfc4.jpeg
425436218,Sundays,Детский автомобиль,Offroad / BJS9088,1003.0,581.74,581.74,42,"Была в эксплуатации, с перебоями работает от педали (от пульта работает без проблем), необходима замена аккумулятора, потертости. Гарантия 14 дней",https://www.21vek.by/baby_electric_cars/bmwoffroadbjs9088_sundays.html,https://cdn21vek.by/img/galleries/367/296/sale/4153011/preview/8773838135941792535.jpg,https://cdn21vek.by/img/galleries/367/296/preview/bmwoffroadbjs9088_sundays_60f16203eb6ec.jpeg
425436263,Sundays,Детский автомобиль,Offroad / BJS9088,1003.0,581.74,722.16,42,Новый. Нет ремней безопасности,https://www.21vek.by/baby_electric_cars/bmwoffroadbjs9088_sundays.html,https://cdn21vek.by/img/galleries/367/296/sale/4153073/preview/349235698005172009.jpg,https://cdn21vek.by/img/galleries/367/296/preview/bmwoffroadbjs9088_sundays_60f16203eb6ec.jpeg
425467443,Sundays,Детский автомобиль,Offroad / BJS9088,1003.0,581.74,702.1,42,Была в эксплуатации. После сервисного центра (ремонт задней передачи). Гарантия 14 дней,https://www.21vek.by/baby_electric_cars/bmwoffroadbjs9088_sundays.html,https://cdn21vek.by/img/galleries/367/296/sale/4198325/preview/1906690305166622455.jpg,https://cdn21vek.by/img/galleries/367/296/preview/bmwoffroadbjs9088_sundays_60f16203eb6ec.jpeg
425468078,Haylou,Беспроводные наушники,GT6,79.0,51.35,51.35,35,"Были в эксплуатации, после сервисного обслуживания, комплект на фото. Гарантия 3 месяца.",https://www.21vek.by/headphones/gt6_haylou_01.html,https://cdn21vek.by/img/galleries/6911/483/sale/4198428/preview/6621637289707647462.jpg,https://cdn21vek.by/img/galleries/6911/483/preview/gt6_haylou_01_614c4e2655800.jpeg
425446898,Vitek,Мясорубка электрическая,VT-3620ST,299.0,224.25,224.25,25,"Была в эксплуатации, после сервисного обслуживания (замена редуктора), царапины, загрязнения, гарантия по 02.03.2023г",https://www.21vek.by/meat_grinders/vt3620st_vitek.html,https://cdn21vek.by/img/galleries/536/563/sale/4174817/preview/6205368957262041851.jpg,https://cdn21vek.by/img/galleries/536/563/preview/vt3620st_vitek_5a82c239df522.jpeg
425468093,Syma,Квадрокоптер,Z3,278.49,181.02,181.02,35,"Был в эксплуатации, после сервисного центра, произведена замена АКБ. Гарантия 14 дней",https://www.21vek.by/drones/z3_syma.html,https://cdn21vek.by/img/galleries/5852/390/sale/4198606/preview/1105259922552955308.jpg,https://cdn21vek.by/img/galleries/5852/390/preview/z3_syma_5e1ddaa9bd3a5.jpeg
425441798,Oursson,Ростер,MO3815/DC,513.0,221.4,221.4,57,"Был в эксплуатации, вмятины на верхней части корпуса, загрязнения, повреждена заводская упаковка, гарантия по 13.03.2023г.",https://www.21vek.by/table_cookers/mo3815dc_oursson.html,https://cdn21vek.by/img/galleries/6117/724/sale/4160600/preview/2471817178580549827.jpg,https://cdn21vek.by/img/galleries/6117/724/preview/mo3815dc_oursson_5f34e3934eb25.jpeg
425444313,Vegas,Матрас,Хит 5 90x200,178.0,142.4,142.4,20,"Новый, повреждения и загрязнения на чехле",https://www.21vek.by/mattresses/590x200_vegas.html,https://cdn21vek.by/img/galleries/6248/353/sale/4163741/preview/5774710094671891619.jpg,https://cdn21vek.by/img/galleries/6248/566/preview/5100x186_vegas_5fae587996876.jpeg
425417848,Zigmund & Shtain,Кухонный термометр,MP-66 B Kuchen-Profi,56.0,30.24,30.24,46,"Был в эксплуатации, после сервисного обслуживания (восстановление контакта), царапины, загрязнения, без гарантии.",https://www.21vek.by/kitchen_lighters_thermometers/mp66bkuchenprofi_zigmund_shtain.html,https://cdn21vek.by/img/galleries/803/953/sale/4126282/preview/6297086506414519396.jpg,https://cdn21vek.by/img/galleries/803/953/preview/mp66bkuchenprofi_zigmund_shtain_5c2374917a8d9.jpeg
425450268,Beko,Холодильник с морозильником,CSMV5270MC0W,1199.0,779.35,779.35,35,"Был в эксплуатации, после сервисного обслуживания (замена компрессора), сколы на дверце морозильной камеры и левой боковой стенке, царапины, загрязнения, нет заводской упаковки, гарантия по 23.04.2023г.",https://www.21vek.by/refrigerators/csmv5270mc0w_beko.html,https://cdn21vek.by/img/galleries/476/163/sale/4181341/preview/4580715109795580933.jpg,https://cdn21vek.by/img/galleries/476/163/preview/csmv5270mc0w_beko_5a3a4a0de9f8b.jpeg
425417983,Mebelico,Диван,Надежда 72 / 103084,820.69,416.44,416.44,49,"Был в эксплуатации, просел наполнитель, гарантия 14 дней",https://www.21vek.by/cushioned_furniture/72103084_mebelico.html,https://cdn21vek.by/img/galleries/5884/35/sale/4127764/preview/1074845639943584186.jpg,https://cdn21vek.by/img/galleries/5884/35/preview/72103084_mebelico_62612e3b78ab3.jpeg
425420868,Galaxy,Тепловентилятор,GL 8171,70.0,44.1,44.1,37,"Был в эксплуатации, после сервиса, гарантия 6 месяцев.",https://www.21vek.by/heaters/gl8171_galaxy.html,,https://cdn21vek.by/img/galleries/562/674/preview/gl8171_galaxy_5abe20569c366.jpeg
423578315,Ritmix,Фитнес-трекер,RFB-550,60.73,21.8,25.44,58,"Был в эксплуатации, после сервисного обслуживания (замена АКБ), царапины. Гарантия до 05.02.2023г.",https://www.21vek.by/stopwatches/rfb550_ritmix.html,https://cdn21vek.by/img/galleries/6436/222/sale/3955925/preview/4534687922905081306.jpg,https://cdn21vek.by/img/galleries/6436/222/preview/rfb550_ritmix_606314c0cd1bd.jpeg
425146203,Ritmix,Фитнес-трекер,RFB-550,60.73,21.8,21.8,58,"Был в эксплуатации, после сервисного обслуживания, царапины, загрязнения. Гарантия до 28.12.2022г.",https://www.21vek.by/stopwatches/rfb550_ritmix.html,https://cdn21vek.by/img/galleries/6436/222/sale/3983635/preview/8837352466159626714.jpg,https://cdn21vek.by/img/galleries/6436/222/preview/rfb550_ritmix_606314c0cd1bd.jpeg
425204955,Ritmix,Фитнес-трекер,RFB-550,60.73,21.8,24.4,58,"Был в эксплуатации, после сервисного обслуживания (замена крэдла), потертости, загрязнения ремешка. Гарантия до 28.01.2023г.",https://www.21vek.by/stopwatches/rfb550_ritmix.html,https://cdn21vek.by/img/galleries/6436/222/sale/4032687/preview/1572523715220035756.jpg,https://cdn21vek.by/img/galleries/6436/222/preview/rfb550_ritmix_606314c0cd1bd.jpeg
425444733,Yesли,Магнитно-маркерная доска,Slim YBW-SL69,108.18,75.73,75.73,30,"Новая, царапина. Без гарантии.",https://www.21vek.by/office_boards/slimybwsl69_yesli.html,https://cdn21vek.by/img/galleries/527/536/sale/4166187/preview/498840501965580993.jpg,https://cdn21vek.by/img/galleries/527/536/preview/slimybwsl69_yesli_5acc80267990d.jpeg
425444798,KAMA,Летняя шина,Breeze HK-132 175/70R14 84T,119.55,89.66,89.66,25,"Новая, небольшая деформация.",https://www.21vek.by/tires/breezehk13217570r1484t_kama.html,https://cdn21vek.by/img/galleries/352/558/sale/4165115/preview/2843776535256316226.jpg,https://cdn21vek.by/img/galleries/352/558/preview/breezehk13217570r1484t_kama_56dfd8b27ef75.jpeg
425445608,KAMA,Летняя шина,Breeze HK-132 175/70R14 84T,119.55,89.66,89.66,25,"Новая, небольшая деформация.",https://www.21vek.by/tires/breezehk13217570r1484t_kama.html,https://cdn21vek.by/img/galleries/352/558/sale/4169372/preview/1614461959530069103.jpg,https://cdn21vek.by/img/galleries/352/558/preview/breezehk13217570r1484t_kama_56dfd8b27ef75.jpeg
425446923,БЕЛВАР,Мясорубка электрическая,КЭМ-36/220-4-33,175.0,131.25,131.25,25,"Была в эксплуатации, царапины на корпусе, загрязнения, гарантия 1 год.",https://www.21vek.by/meat_grinders/belvar_36220433.html,https://cdn21vek.by/img/galleries/11/23/sale/4174778/preview/4371527694859856681.jpg,https://cdn21vek.by/img/galleries/11/23/preview/belvar_36220433_62318b4ea4945.jpeg
425434513,Polaris,Утюг,PIR 2695AK,219.0,177.39,177.39,19,"Новый, после сервисного обслуживания (замена насоса), загрязнения, полная гарантия.",https://www.21vek.by/irons/pir2695ak_polaris.html,https://cdn21vek.by/img/galleries/511/886/sale/4146180/preview/1177578026335633889.jpg,https://cdn21vek.by/img/galleries/511/886/preview/pir2695ak_polaris_5b041d02c1363.jpeg
425345688,Enchen,Сенсорный диспенсер,CoCo,70.0,42.0,42.0,40,"Был в эксплуатации, после сервисного обслуживания, потертости. Гарантия до 11.03.2023г.",https://www.21vek.by/bathroom_apps/coco_enchen.html,https://cdn21vek.by/img/galleries/6384/1/sale/4090214/preview/8632957783125942514.jpg,https://cdn21vek.by/img/galleries/6384/1/preview/coco_enchen_602cdf2d2dce5.jpeg
425345723,Enchen,Сенсорный диспенсер,CoCo,70.0,42.0,42.0,40,"Был в эксплуатации, после сервисного обслуживания (замена датчика приблежения), потертости. Гарантия до 04.03.2023г.",https://www.21vek.by/bathroom_apps/coco_enchen.html,https://cdn21vek.by/img/galleries/6384/1/sale/4090233/preview/3039204681734138699.jpg,https://cdn21vek.by/img/galleries/6384/1/preview/coco_enchen_602cdf2d2dce5.jpeg
425434278,Enchen,Сенсорный диспенсер,CoCo,70.0,42.0,44.1,40,"Был в эксплуатации, после сервисного обслуживания, потертости. Гарантия до 10.03.2023г.",https://www.21vek.by/bathroom_apps/coco_enchen.html,https://cdn21vek.by/img/galleries/6384/1/sale/4141780/preview/5912273408515954326.jpg,https://cdn21vek.by/img/galleries/6384/1/preview/coco_enchen_602cdf2d2dce5.jpeg
425445578,Enchen,Сенсорный диспенсер,CoCo,70.0,42.0,49.0,40,"Был в эксплуатации, после сервисного обслуживания (диагностика). Царапины и потертости. Гарантия 3 месяца.",https://www.21vek.by/bathroom_apps/coco_enchen.html,https://cdn21vek.by/img/galleries/6384/1/sale/4168690/preview/1869889118712360154.jpg,https://cdn21vek.by/img/galleries/6384/1/preview/coco_enchen_602cdf2d2dce5.jpeg
425187695,Prestigio,Планшет,SmartKids 3104 16GB / PMT3104_WI_D_EU,338.13,167.62,167.62,50,"Новый, после сервисного обслуживания (обновление ПО). Гарантия по 01.03.2023г.",https://www.21vek.by/pads/smartkids332616gbpmt3104wideu_prestigio.html,https://cdn21vek.by/img/galleries/6407/957/sale/4019198/preview/7914223795682782684.jpg,https://cdn21vek.by/img/galleries/6407/957/preview/smartkids332616gbpmt3104wideu_prestigio_603cc1fc9ef84.jpeg
425440523,Ikea,Стул,Каустби 803.342.26,219.5,122.85,126.63,42,"Новый, повреждение на спинке",https://www.21vek.by/chairs/80334226_ikea.html,https://cdn21vek.by/img/galleries/369/552/sale/4157823/preview/5573524157758200710.jpg,https://cdn21vek.by/img/galleries/369/552/preview/80334226_ikea_57ef90ce1e86f.jpeg
425444373,Ikea,Стул,Каустби 803.342.26,219.5,122.85,132.3,42,"Новый, неустйчив: одна ножка немного короче остальных. Без гарантии",https://www.21vek.by/chairs/80334226_ikea.html,https://cdn21vek.by/img/galleries/369/552/sale/4163931/preview/6514968851806123347.jpg,https://cdn21vek.by/img/galleries/369/552/preview/80334226_ikea_57ef90ce1e86f.jpeg
425448343,Ikea,Стул,Каустби 803.342.26,219.5,122.85,122.85,42,"Новый, потертости и сколы, одна ножка чуть короче других. Без гарантии",https://www.21vek.by/chairs/80334226_ikea.html,https://cdn21vek.by/img/galleries/369/552/sale/4177380/preview/3272964343978660785.jpg,https://cdn21vek.by/img/galleries/369/552/preview/80334226_ikea_57ef90ce1e86f.jpeg
425467423,Ikea,Стул,Каустби 803.342.26,219.5,122.85,132.3,42,"Новый, она ножка чуть короче остальных. Гарантия 14 дней",https://www.21vek.by/chairs/80334226_ikea.html,https://cdn21vek.by/img/galleries/369/552/sale/4198346/preview/6107810172085088118.jpg,https://cdn21vek.by/img/galleries/369/552/preview/80334226_ikea_57ef90ce1e86f.jpeg
425415343,Сав-Лайн,Стул,Томас,75.32,33.89,40.67,46,"Новый, повреждение на обивке",https://www.21vek.by/chairs/savline_011.html,https://cdn21vek.by/img/galleries/996/413/sale/4119086/preview/8440523379205147355.jpg,https://cdn21vek.by/img/galleries/996/413/preview/savline_011_5cd664e0757ca.jpeg
425418033,Сав-Лайн,Стул,Томас,75.32,33.89,33.89,46,"Новый, одна ножка криво приварена, повреждения на обивке, без гарантии",https://www.21vek.by/chairs/savline_011.html,https://cdn21vek.by/img/galleries/996/413/sale/4127678/preview/8408623631021942281.jpg,https://cdn21vek.by/img/galleries/996/413/preview/savline_011_5cd664e0757ca.jpeg
425467078,Ballu,Ультразвуковой увлажнитель воздуха,UHB-990,319.0,239.25,239.25,25,"Был в эксплуатации, после сервиса, царапины, гарантия до 26.04.2023г.",https://www.21vek.by/humidifiers/uhb990_ballu.html,https://cdn21vek.by/img/galleries/5762/442/sale/4196722/preview/7965096415055323262.jpg,https://cdn21vek.by/img/galleries/5762/442/preview/uhb990_ballu_5e4cfde55ef13.jpeg
425442053,Redmond,Мультиварка,RMC-M4512,352.9,264.68,264.68,25,"Была в эксплуатации, царапины, загрязнения, гарантия по 19.04.2023г.",https://www.21vek.by/electriccookers/rmcm4512_redmond.html,https://cdn21vek.by/img/galleries/455/316/sale/4161223/preview/4751620654792864907.jpg,https://cdn21vek.by/img/galleries/455/316/preview/rmcm4512_redmond_592bd88958a02.jpeg
425446888,Балезинский ЛМЗ,Плита для печи,П1-2 Б,112.0,89.6,89.6,20,"Новая, сколы на кольцах",https://www.21vek.by/heating_equipment_accessories/12_balezinskijlmz.html,https://cdn21vek.by/img/galleries/6394/693/sale/4162675/preview/6803661351892522819.jpg,https://cdn21vek.by/img/galleries/6394/693/preview/12_balezinskijlmz_60f1456b2ab3f.jpeg
425332523,Berger,Палки для скандинавской ходьбы,Longway 77-135,38.21,24.84,24.84,35,"Новые, нет одной насадки.",https://www.21vek.by/nordic_walking_equipment/longway77135_berger.html,,https://cdn21vek.by/img/galleries/558/608/preview/longway77135_berger_5f92f4ae6cb51.jpeg
425463088,СанитаМебель,Тумба под умывальник,Камелия-61.13 Д2,166.92,133.54,133.54,20,"Трещины на задней планке, скол на внутренней подлке",https://www.21vek.by/bathroom_furniture/61132_sanitamebel.html,https://cdn21vek.by/img/galleries/414/124/sale/4187621/preview/7615561816392501627.jpg,https://cdn21vek.by/img/galleries/414/124/preview/61132_sanitamebel_58787302a3ad6.jpeg
425467218,Daewoo Power,Бензопила цепная,DACS4516,438.48,306.94,306.94,30,"Товар был в эксплуатации, после сервисного обслуживания. Потёртости, царапины, загрязнения.  Гарантия 6 месяцев",https://www.21vek.by/chainsaws/dacs4516_daewo_01.html,https://cdn21vek.by/img/galleries/5769/212/sale/4197002/preview/4207812918748304636.jpg,https://cdn21vek.by/img/galleries/5769/212/preview/dacs4516_daewo_01_5dcbe29e7db74.jpeg
425420233,Ikea,Письменный стол,Линнмон/Адильс 892.793.86,153.46,75.2,75.2,51,"Новый, повреждение лицевой стороны столешницы. Без гарантии",https://www.21vek.by/office_desks/89279386_ikea.html,https://cdn21vek.by/img/galleries/5843/670/sale/4131882/preview/8747125403585648682.jpg,https://cdn21vek.by/img/galleries/5843/670/preview/89279386_ikea_5e3034dcdf210.jpeg
425436283,Элана,Тумба в прихожую,3.70,303.41,163.84,163.84,46,"Новая, повреждение в нижней части с тыльной стороны, сколы по углам. Без гарантии",https://www.21vek.by/hallway_wardrobes/370_jelana_03.html,https://cdn21vek.by/img/galleries/407/629/sale/4153147/preview/8067041902759018605.jpg,https://cdn21vek.by/img/galleries/407/629/preview/370_jelana_03_5857ba98113ed.jpeg
425222343,Анмикс,Обеденный стол,Раскладной ИП 01-440000,181.33,103.36,103.36,43,"Новый, многочисленные небольшие сколы на деталях. В комплекте нет фурнитуры для сборки",https://www.21vek.by/tables/01440000_anmiks.html,https://cdn21vek.by/img/galleries/6516/554/sale/4062054/preview/5369117195007547548.jpg,https://cdn21vek.by/img/galleries/6516/554/preview/01440000_anmiks_61890cfae99cf.jpeg
425231583,Анмикс,Обеденный стол,Раскладной ИП 01-440000,181.33,103.36,103.36,43,"Новый, многочисленные небольшие сколы на деталях. В комплекте нет фурнитуры для сборки",https://www.21vek.by/tables/01440000_anmiks.html,https://cdn21vek.by/img/galleries/6516/554/sale/4062008/preview/1433642515788952991.jpg,https://cdn21vek.by/img/galleries/6516/554/preview/01440000_anmiks_61890cfae99cf.jpeg
425445193,Ресанта,Конвектор,ОК-2500СН,245.0,171.5,171.5,30,Вмятины на корпусе и царапины,https://www.21vek.by/heaters/2500_resanta_02.html,https://cdn21vek.by/img/galleries/6124/929/sale/4167402/preview/7490254580188804919.jpg,https://cdn21vek.by/img/galleries/6124/929/preview/2500_resanta_02_625984a5a067d.jpeg
425445248,Ресанта,Конвектор,ОК-2500СН,245.0,171.5,183.75,25,Вмятины,https://www.21vek.by/heaters/2500_resanta_02.html,https://cdn21vek.by/img/galleries/6124/929/sale/4167203/preview/7942035306942605389.jpg,https://cdn21vek.by/img/galleries/6124/929/preview/2500_resanta_02_625984a5a067d.jpeg
425446958,Ballu,Масляный радиатор,BOH/CL-07WRN,190.0,89.4,89.4,53,"Новый, погнуты секции, нет одного крепления.",https://www.21vek.by/heaters/bohcl07wrn_ballu.html,https://cdn21vek.by/img/galleries/293/151/sale/4054257/preview/3836893421978519257.jpg,https://cdn21vek.by/img/galleries/293/151/preview/bohcl07wrn_ballu_5a96a2b90d455.jpeg
425447063,Ballu,Масляный радиатор,BOH/CL-07WRN,190.0,89.4,89.4,53,"Новый, погнуты секции.",https://www.21vek.by/heaters/bohcl07wrn_ballu.html,https://cdn21vek.by/img/galleries/293/151/sale/4054144/preview/3413166726568119440.jpg,https://cdn21vek.by/img/galleries/293/151/preview/bohcl07wrn_ballu_5a96a2b90d455.jpeg
425188279,Microlife,Тонометр,A2 Basic,227.7,109.3,109.3,52,"Был в эксплуатации, после сервиса, царапины, гарантия 3 месяца.",https://www.21vek.by/blood_pressure_monitors/a2basic_microlife.html,https://cdn21vek.by/img/galleries/775/876/sale/4024357/preview/5677985933724643846.jpg,https://cdn21vek.by/img/galleries/775/876/preview/a2basic_microlife_5bf9342eb69d2.jpeg
425444888,Viomi,Электрочайник,Smart Kettle / V-SK152B,148.0,103.6,103.6,30,"Был в эксплуатации, после сервисного обслуживания, потертости, царапины. Гарантия до 09.03.2023г.",https://www.21vek.by/teapots/smartkettlevsk152b_viomi.html,https://cdn21vek.by/img/galleries/5851/549/sale/4165855/preview/7751837364841725712.jpg,https://cdn21vek.by/img/galleries/5851/549/preview/smartkettlevsk152b_viomi_5e18274d65b97.jpeg
423576187,Electrolux,Ультразвуковой увлажнитель воздуха,EHU-3715D,350.0,171.5,171.5,51,"Был в эксплуатации, после сервиса, царапины,  гарантия до 13.12.2022г.",https://www.21vek.by/humidifiers/ehu3715d_electrolux.html,https://cdn21vek.by/img/galleries/406/365/sale/3949406/preview/1850881621834894246.jpg,https://cdn21vek.by/img/galleries/406/365/preview/ehu3715d_electrolux_583851546c486.jpeg
425326613,Electrolux,Ультразвуковой увлажнитель воздуха,EHU-3715D,350.0,171.5,210.0,51,"Был в эксплуатации, после сервиса, царапины, гарантия до 22.01.2023г.",https://www.21vek.by/humidifiers/ehu3715d_electrolux.html,https://cdn21vek.by/img/galleries/406/365/sale/4073719/preview/8810589924493952696.jpg,https://cdn21vek.by/img/galleries/406/365/preview/ehu3715d_electrolux_583851546c486.jpeg
425357873,Electrolux,Ультразвуковой увлажнитель воздуха,EHU-3715D,350.0,171.5,210.0,51,"Был в эксплуатации, после сервиса, царапины, гарантия до 27.10.2023г.",https://www.21vek.by/humidifiers/ehu3715d_electrolux.html,https://cdn21vek.by/img/galleries/406/365/sale/4105520/preview/11391175399789162.jpg,https://cdn21vek.by/img/galleries/406/365/preview/ehu3715d_electrolux_583851546c486.jpeg
425357983,Electrolux,Ультразвуковой увлажнитель воздуха,EHU-3715D,350.0,171.5,210.0,51,"Был в эксплуатации, после сервиса, царапины, гарантия до 23.02.2024г.",https://www.21vek.by/humidifiers/ehu3715d_electrolux.html,https://cdn21vek.by/img/galleries/406/365/sale/4105522/preview/4014521037127313844.jpg,https://cdn21vek.by/img/galleries/406/365/preview/ehu3715d_electrolux_583851546c486.jpeg
425448253,Smart Balance,Беговел,350ММ-23-1,89.0,71.2,71.2,20,"Новый, потертости",https://www.21vek.by/kids_bikes/350231_smart_balance_01.html,https://cdn21vek.by/img/galleries/6802/568/sale/4177355/preview/8511369656402626966.jpg,https://cdn21vek.by/img/galleries/6802/568/preview/350231_smart_balance_01_6135d82d4b3a5.jpeg
425468108,Savic,Туалет-домик,Nestor,68.61,51.46,51.46,25,"Новый, царапины и потертости",https://www.21vek.by/pet_toilets/nestor_savic_02.html,https://cdn21vek.by/img/galleries/93/22/sale/4198625/preview/37234651994740361.jpg,https://cdn21vek.by/img/galleries/93/22/preview/nestor_savic_02_54883febd2859.jpeg
425450848,Sundays,Самокат,KB05,75.0,60.0,60.0,20,"Новый, нет сиденья, ключа для сборки, потертости.",https://www.21vek.by/kids_scooter/kb05_sundays_01.html,https://cdn21vek.by/img/galleries/6316/125/sale/4182263/preview/2808924596183891364.jpg,https://cdn21vek.by/img/galleries/6316/125/preview/kb05_sundays_01_6102cce4550d9.jpeg
423294475,Aimoto,Умные часы детские,Start 2 / 9900201,123.0,34.44,34.44,72,"Были в эксплуатации, после сервисного обслуживания, царапины, в комплекте все что на фото. Гарантия 30 дней.",https://www.21vek.by/smart_watches/start29900201_aimoto.html,https://cdn21vek.by/img/galleries/6254/392/sale/3826429/preview/945383309646014677.jpg,https://cdn21vek.by/img/galleries/6254/392/preview/start29900201_aimoto_5fae545c594dd.jpeg
425187783,Aimoto,Умные часы детские,Start 2 / 9900201,123.0,34.44,62.73,49,"Были в эксплуатации, после сервисного обслуживания, потертости. Гарантия до 21.01.2023г.",https://www.21vek.by/smart_watches/start29900201_aimoto.html,https://cdn21vek.by/img/galleries/6254/392/sale/4019387/preview/8431413384238952653.jpg,https://cdn21vek.by/img/galleries/6254/392/preview/start29900201_aimoto_5fae545c594dd.jpeg
425467388,Aimoto,Умные часы детские,Start 2 / 9900201,123.0,34.44,79.95,35,"Были в эксплуатации, после сервисного обслуживания, потертости. Гарантия до 22.12.2022г.",https://www.21vek.by/smart_watches/start29900201_aimoto.html,https://cdn21vek.by/img/galleries/6254/392/sale/4198014/preview/7237563869286484762.jpg,https://cdn21vek.by/img/galleries/6254/392/preview/start29900201_aimoto_5fae545c594dd.jpeg
425467383,Vertex,Мобильный телефон,C312,68.85,44.75,44.75,35,"Был в эксплуатации, после сервисного обслуживания, потертости, царапины. Гарантия до 27.11.2022г.",https://www.21vek.by/mobile/c312_vertex_.html,https://cdn21vek.by/img/galleries/636/923/sale/4198009/preview/4082059995192786342.jpg,https://cdn21vek.by/img/galleries/636/923/preview/c312_vertex__5e4e5b5da9348.png
425415413,Mio Tesoro,Стул,Элма SC-004,139.0,63.18,63.18,55,"Новый, дефект строчки на спинке, одна ножка короче других, без гарантиии",https://www.21vek.by/chairs/sc004_mio_tesoro_06.html,https://cdn21vek.by/img/galleries/434/47/sale/4119180/preview/5633126356005648810.jpg,https://cdn21vek.by/img/galleries/434/47/preview/sc004_mio_tesoro_06_5e6f730101f37.jpeg
425467398,Darvish,Магнитно-маркерная доска,DV-1053,59.96,41.97,41.97,30,"Новая, царапины, вмятины. Без гарантии.",https://www.21vek.by/office_boards/dv1053_darvish.html,https://cdn21vek.by/img/galleries/6015/896/sale/4198017/preview/6746948489124313865.jpg,https://cdn21vek.by/img/galleries/6015/896/preview/dv1053_darvish_60473bb3e4e1a.jpeg
425467468,Darvish,Магнитно-маркерная доска,DV-1053,59.96,41.97,41.97,30,"Новая, несколько вмятин и царапин",https://www.21vek.by/office_boards/dv1053_darvish.html,https://cdn21vek.by/img/galleries/6015/896/sale/4198314/preview/8093538142750599071.jpg,https://cdn21vek.by/img/galleries/6015/896/preview/dv1053_darvish_60473bb3e4e1a.jpeg
425447653,Вихрь,Душ для дачи,74/4/12 Д-135-П,519.0,415.2,415.2,20,Скол на поддоне,https://www.21vek.by/washstands/74412135_vihr.html,https://cdn21vek.by/img/galleries/5818/483/sale/4166682/preview/776442536578124500.jpg,https://cdn21vek.by/img/galleries/5818/483/preview/74412135_vihr_5df0b13296952.jpeg
425436033,Aquanet,Ванна акриловая,Bright 180x70,703.0,425.45,425.45,39,"Скол на углу, потертости",https://www.21vek.by/bathtubs/bright180x70_aquanet_01.html,https://cdn21vek.by/img/galleries/6003/220/sale/4152412/preview/6358642439913214936.jpg,https://cdn21vek.by/img/galleries/6003/220/preview/bright180x70_aquanet_01_5f23395e46bf5.jpeg
425424218,Arnica,Вертикальный пылесос,Tria Pro ET13311,273.0,171.99,171.99,37,"Был в эксплуатации, после сервисного обслуживания (замена мотора, рычага кнопки), царапины, загрязнения, гарантия по 22.03.2023г.",https://www.21vek.by/vacuum/triaproet13311_arnica.html,https://cdn21vek.by/img/galleries/5775/517/sale/4143342/preview/7225586353958438011.jpg,https://cdn21vek.by/img/galleries/5775/517/preview/triaproet13311_arnica_603ca2bc8ec38.jpeg
425450388,Stark,Дверь межкомнатная,ST2 80x200,172.79,109.2,109.2,37,Новая. потертости на стеклянной вставке и на полотне,https://www.21vek.by/interior_doors/starkst280x200_yurkas.html,https://cdn21vek.by/img/galleries/1001/998/sale/4181654/preview/5392013993110760946.jpg,https://cdn21vek.by/img/galleries/1001/998/preview/starkst280x200_yurkas_5cd66a5fd8e19.jpeg
425450033,Ресанта,Конвектор,ОК-2000Е,302.0,141.75,141.75,53,Вмятина,https://www.21vek.by/heaters/2000_resanta_04.html,https://cdn21vek.by/img/galleries/5792/616/sale/4181220/preview/7760480383821832554.jpg,https://cdn21vek.by/img/galleries/5792/616/preview/2000_resanta_04_6253cf4f51649.jpeg
425413588,Natura Vera,Матрас,Bonnel Promo 2 80x200,169.0,121.68,121.68,28,"Новый, повреждена заводская упаковка, загрязнения ",https://www.21vek.by/mattresses/bonnelpromo280x200_natura_vera.html,https://cdn21vek.by/img/galleries/6468/344/sale/4114856/preview/2612915894519130021.jpg,https://cdn21vek.by/img/galleries/6468/320/preview/bonnelpromo2120x190_natura_vera_607f1869577a7.jpeg
425415603,Керамин,Умывальник,Тобаго 60,122.76,77.34,77.34,37,Товар новый.  Трещина на креплении справа спереди,https://www.21vek.by/washbasins/60_keramin_011.html,https://cdn21vek.by/img/galleries/6461/580/sale/4120314/preview/1793553004976099939.jpg,https://cdn21vek.by/img/galleries/6461/580/preview/60_keramin_011_61cd63b547a6f.jpeg
425444248,Invena,Смеситель,Hula Plus BZ-85-P02-L,207.0,144.9,144.9,30,"Товар новый. Царапины, потёртости.",https://www.21vek.by/faucets/hulaplusbz85p02l_invena.html,https://cdn21vek.by/img/galleries/6406/875/sale/4163892/preview/3829290534188973699.jpg,https://cdn21vek.by/img/galleries/6406/875/preview/hulaplusbz85p02l_invena_605c3c33accbc.png
