Артикул распродажи,Наименование,Бренд,Модель,Полная цена,Обычная цена,Цена распродажи,Скидка в %,Описание,Ссылка на товар,Изображение уцененного,Обычное изображение
425181943,Kaldewei,Ванна стальная,Saniform Plus 362-1 160x70,899.48,440.75,521.7,42,Черные точки на эмали. Полная гарантия.,https://www.21vek.by/bathtubs/kaldewei_saniformplus3621.html,https://cdn21vek.by/img/galleries/61/893/sale/4008945/preview/6352231917253240612.jpg,https://cdn21vek.by/img/galleries/61/893/preview/kaldewei_saniformplus3621_52f24cd8a898b.jpeg
425421598,Grifeldecor,Поднос-столик,Home / BZ182-8W210,52.08,40.1,40.1,23,"Новый, дефект окраски, без гарантии.",https://www.21vek.by/dishes/homebz1828w210_grifeldecor.html,https://cdn21vek.by/img/galleries/805/984/sale/4130996/preview/3054391235710863313.jpg,https://cdn21vek.by/img/galleries/805/984/preview/homebz1828w210_grifeldecor_611cc5c783cb0.png
425358223,Kitfort,Ирригатор,KT-2909,113.0,67.8,67.8,40,"Был в эксплуатации, после сервиса, царапины, гарантия до 18.04.2023г.",https://www.21vek.by/electric_toothbrushes/kt2909_kitfort.html,https://cdn21vek.by/img/galleries/6127/925/sale/4105664/preview/6245751352097999378.jpg,https://cdn21vek.by/img/galleries/6127/925/preview/kt2909_kitfort_5f3b619e0c038.jpeg
425464383,Keter,Стул пластиковый,Santana Chair / 219377,54.0,43.2,43.2,20,"Новый, потертости.",https://www.21vek.by/garden_furniture/santanachair219377_keter.html,https://cdn21vek.by/img/galleries/5959/509/sale/4192204/preview/2523393567761862026.jpg,https://cdn21vek.by/img/galleries/5959/509/preview/santanachair219377_keter_5e9749160bf75.jpeg
425464403,Keter,Стул пластиковый,Santana Chair / 219377,54.0,43.2,43.2,20,"Новый, потертости.",https://www.21vek.by/garden_furniture/santanachair219377_keter.html,https://cdn21vek.by/img/galleries/5959/509/sale/4192224/preview/1417660003283453901.jpg,https://cdn21vek.by/img/galleries/5959/509/preview/santanachair219377_keter_5e9749160bf75.jpeg
425332693,КМЗ,Чайник со свистком,43604-102/6,62.27,35.49,35.49,43,"Новый, царапины на ручке, сколы на корпусе, нет заводской упаковки, без гарантии.",https://www.21vek.by/coffee_teapots/436041026_kmz.html,https://cdn21vek.by/img/galleries/6704/720/sale/4073822/preview/1166639616189101493.jpg,https://cdn21vek.by/img/galleries/6704/720/preview/436041026_kmz_624c017dbc6ad.jpeg
425333748,UTFC,Стул,Версаль BL,80.85,42.04,42.04,48,"Новый, мелкие царапины и потертости. Порез на обивке. Без гарантии.",https://www.21vek.by/chairs/bl_utfc_095.html,https://cdn21vek.by/img/galleries/6205/926/sale/4078022/preview/5636870963374693674.jpg,https://cdn21vek.by/img/galleries/6205/926/preview/bl_utfc_095_5fb51331d1a6c.png
425417948,ЭРА,Бра,WL28 BK / Б0034634,66.97,44.87,44.87,33,"Товарн новый. Скол на стекле, царапины, потертости.",https://www.21vek.by/wall_lighting/wl28bk0034634_era.html,https://cdn21vek.by/img/galleries/6449/62/sale/4127559/preview/1051947087904599421.jpg,https://cdn21vek.by/img/galleries/6449/62/preview/wl28bk0034634_era_605c49fea6db1.jpeg
425450478,Farfello,Детский квадроцикл,S603,290.61,232.49,232.49,20,"Новый, потертости по всему корпусу. Гарантия до 25.10.2022",https://www.21vek.by/baby_electric_cars/s603_farfello_04.html,https://cdn21vek.by/img/galleries/6347/358/sale/4181694/preview/4348624485860222580.jpg,https://cdn21vek.by/img/galleries/6347/358/preview/s603_farfello_04_609b8a12e4cfa.jpeg
425462353,AIST,Детский велосипед,Pluto,270.0,229.5,229.5,15,"Новый, царапины, повреждение на левой ручке.",https://www.21vek.by/bikes/pluto_aist_09.html,https://cdn21vek.by/img/galleries/603/965/sale/4172288/preview/4496989436295800935.jpg,https://cdn21vek.by/img/galleries/603/965/preview/pluto_aist_09_625d7dc94264d.jpeg
425444518,Lapino,Умывальник,Daphne 53709,246.04,125.48,125.48,49,"Потертость и точка под покрытием на углу, неравномерное покрытие в сливе (закроется выпуском)",https://www.21vek.by/washbasins/daphne53709_lapino.html,https://cdn21vek.by/img/galleries/6276/437/sale/4029856/preview/7253002396027108143.jpg,https://cdn21vek.by/img/galleries/6276/437/preview/daphne53709_lapino_608d2d4b8498b.jpeg
425448853,Helios,Ящик рыболовный,FishBox / 0064060,72.72,58.18,58.18,20,"Новый, нет металической петли для крепления крышки.",https://www.21vek.by/fishing_boxes_bags/fishbox0064060_helios.html,https://cdn21vek.by/img/galleries/65565/530/sale/4178490/preview/3008142310696857433.jpg,https://cdn21vek.by/img/galleries/65565/530/preview/fishbox0064060_helios_61bb143d61cee.jpeg
425448998,Helios,Ящик рыболовный,FishBox / 0064060,72.72,58.18,58.18,20,"Новый, нет металической петли для крепления крышки.",https://www.21vek.by/fishing_boxes_bags/fishbox0064060_helios.html,https://cdn21vek.by/img/galleries/65565/530/sale/4178488/preview/529282807001115626.jpg,https://cdn21vek.by/img/galleries/65565/530/preview/fishbox0064060_helios_61bb143d61cee.jpeg
425323308,Ritmix,Робот-пылесос,VC-020WB,299.0,179.4,179.4,40,"Был в эксплуатации, после сервисного обслуживания (замена двигателя), потертости, царапины. Гарантия до 17.03.2023г.",https://www.21vek.by/robotic_vacuums/vc020wb_ritmix.html,https://cdn21vek.by/img/galleries/6872/793/sale/4072115/preview/335112529740134443.jpg,https://cdn21vek.by/img/galleries/6872/793/preview/vc020wb_ritmix_6130e49b8dcf7.jpeg
425345003,Ritmix,Робот-пылесос,VC-020WB,299.0,179.4,194.35,35,"Новый, потертости, царапины. Полная гарантия.",https://www.21vek.by/robotic_vacuums/vc020wb_ritmix.html,https://cdn21vek.by/img/galleries/6872/793/sale/4085913/preview/5632009735923798740.jpg,https://cdn21vek.by/img/galleries/6872/793/preview/vc020wb_ritmix_6130e49b8dcf7.jpeg
425435383,Бюрократ,Коврик защитный,Прямоугольный 120x90 / 1019202,73.84,43.57,43.57,41,"Новый, разрыв на углу",https://www.21vek.by/door_mats/120x901019202_burokrat.html,https://cdn21vek.by/img/galleries/6637/786/sale/4149762/preview/6346100061946757643.jpg,https://cdn21vek.by/img/galleries/6637/786/preview/120x901019202_burokrat_623d78b5af0e5.jpeg
425435488,Бюрократ,Коврик защитный,Прямоугольный 120x90 / 1019202,73.84,43.57,46.52,41,"Новый, скол на углу",https://www.21vek.by/door_mats/120x901019202_burokrat.html,https://cdn21vek.by/img/galleries/6637/786/sale/4149755/preview/3320538724884159613.jpg,https://cdn21vek.by/img/galleries/6637/786/preview/120x901019202_burokrat_623d78b5af0e5.jpeg
425421618,Ulefone,Смартфон,S11,299.0,209.3,209.3,30,"Был в эксплуатации, после сервисного обслуживания (смена ПО), потертости, царапины. Гарантия до 01.10.2022г.",https://www.21vek.by/mobile/s11_ulefone_01.html,https://cdn21vek.by/img/galleries/5733/332/sale/4131806/preview/459194280745414605.jpg,https://cdn21vek.by/img/galleries/5733/332/preview/s11_ulefone_01_5da6f42e1a78b.jpeg
425435333,Стендмебель,Комод,№2,295.0,212.4,212.4,28,"Новый, следы сборки, незначительные сколы",https://www.21vek.by/chests_of_drawers/2_stendmebel_016.html,https://cdn21vek.by/img/galleries/6815/48/sale/4149789/preview/4434577194648709530.jpg,https://cdn21vek.by/img/galleries/6815/48/preview/2_stendmebel_016_6131e631c7d58.jpeg
425413953,Акваль,Тумба под умывальник,Лофт / В2.2.01.8.0.1,296.0,198.32,198.32,33,Трещина на углу детали №3,https://www.21vek.by/bathroom_furniture/2201801_akval.html,https://cdn21vek.by/img/galleries/5698/467/sale/4115744/preview/8315760459838161237.jpg,https://cdn21vek.by/img/galleries/5698/467/preview/2201801_akval_5d890e37f0ef0.jpeg
425415948,Акваль,Тумба под умывальник,Лофт / В2.2.01.8.0.1,296.0,198.32,213.12,33,Скол на левой боковой стенке,https://www.21vek.by/bathroom_furniture/2201801_akval.html,https://cdn21vek.by/img/galleries/5698/467/sale/4120605/preview/5995234294610641503.jpg,https://cdn21vek.by/img/galleries/5698/467/preview/2201801_akval_5d890e37f0ef0.jpeg
425467263,Везувий,Фольга алюминиевая техническая,12м.кв.,55.0,27.5,27.5,50,Товар новый.  Повреждения,https://www.21vek.by/heat_insulation_fireproof_materials/12_vezuvij_010.html,https://cdn21vek.by/img/galleries/6707/115/sale/4197330/preview/2291095914967821011.jpg,https://cdn21vek.by/img/galleries/6707/115/preview/12_vezuvij_010_6143329cc3ef8.jpeg
425463023,Ника,Тюбинг-ватрушка,Классический+ / ТБ6К-100,92.8,46.4,46.4,50,"Был в эксплуатации, требуется замена камеры. Без гарантии",https://www.21vek.by/sleds/6100_nika.html,https://cdn21vek.by/img/galleries/6930/956/sale/4186987/preview/6111774561210701377.jpg,https://cdn21vek.by/img/galleries/6930/956/preview/6100_nika_615c35989ee26.jpeg
425349543,Mebelico,Диван,Надежда 72 / 27943,885.84,434.06,434.06,51,"Новый, повреждения обивки на подлокотниках. Сколы на бельевом ящике. Гарантия 14 дней.",https://www.21vek.by/cushioned_furniture/7258217_mebelico.html,https://cdn21vek.by/img/galleries/738/945/sale/4095027/preview/3590342622807467383.jpg,https://cdn21vek.by/img/galleries/738/945/preview/7258217_mebelico_5f2934f4a24b7.jpeg
425449763,Mebelico,Диван,Надежда 72 / 27943,885.84,434.06,487.21,45,"Новый, несколько повреждений и загрязнений на обивке, сколы на каркасе.",https://www.21vek.by/cushioned_furniture/7258217_mebelico.html,https://cdn21vek.by/img/galleries/738/945/sale/4179889/preview/1087190177910993769.jpg,https://cdn21vek.by/img/galleries/738/945/preview/7258217_mebelico_5f2934f4a24b7.jpeg
425405688,Roca,Кнопка для инсталляции,PL1 Dual 890095001,95.12,35.29,35.29,63,"Неровность на покрытии кнопки, мелкие царапины",https://www.21vek.by/installation_system_accessories/pl1dual890095001_roca.html,https://cdn21vek.by/img/galleries/381/597/sale/4107644/preview/2547130931369275800.jpg,https://cdn21vek.by/img/galleries/381/597/preview/pl1dual890095001_roca_58623eb36806b.png
425419483,Apple,Смартфон,iPhone 12 Mini 64GB / MGE13 (синий),3134.43,2169.99,2169.99,31,"Новый, после сервисного обслуживания. Гарантия до 17.03.2023г.",https://www.21vek.by/mobile/iphone12mini64gbmge13_apple.html,https://cdn21vek.by/img/galleries/6240/266/sale/4019737/preview/8201667609692515789.jpg,https://cdn21vek.by/img/galleries/6240/266/preview/iphone12mini64gbmge13_apple_5fc914565c2b8.jpeg
425449658,Mio Tesoro,Стул,Амадео SC-161,145.0,76.3,76.3,47,"Новый, потертости",https://www.21vek.by/chairs/sc161_mio_tesoro.html,https://cdn21vek.by/img/galleries/6746/236/sale/4179847/preview/4088194423202991986.jpg,https://cdn21vek.by/img/galleries/6746/236/preview/sc161_mio_tesoro_61cbac1999f2f.jpeg
425449663,Mio Tesoro,Стул,Амадео SC-161,145.0,76.3,76.3,47,"Новый, потертости",https://www.21vek.by/chairs/sc161_mio_tesoro.html,https://cdn21vek.by/img/galleries/6746/236/sale/4179852/preview/9166762218009010404.jpg,https://cdn21vek.by/img/galleries/6746/236/preview/sc161_mio_tesoro_61cbac1999f2f.jpeg
425449783,Mio Tesoro,Стул,Амадео SC-161,145.0,76.3,76.3,47,"Новый, потертости",https://www.21vek.by/chairs/sc161_mio_tesoro.html,https://cdn21vek.by/img/galleries/6746/236/sale/4179843/preview/8974102292031907909.jpg,https://cdn21vek.by/img/galleries/6746/236/preview/sc161_mio_tesoro_61cbac1999f2f.jpeg
425361138,АВН,Шкаф с зеркалом для ванной,Эко+ 60 / 13.32,256.0,125.44,125.44,51,Скол ну углу зеркала,https://www.21vek.by/bathroom_furniture/601332_asomare.html,https://cdn21vek.by/img/galleries/503/749/sale/4106395/preview/6592007431839366196.jpg,https://cdn21vek.by/img/galleries/503/749/preview/601332_asomare_60250df302220.jpeg
425279498,Panasonic,Эпилятор,ES-EL3A-N520,288.37,175.91,175.91,39,"Был в эксплуатации, царапины, загрязнения, гарантия по 15.03.2023г.",https://www.21vek.by/epilators/esel3an520_panasonic.html,https://cdn21vek.by/img/galleries/6477/939/sale/4071494/preview/7029207479158173280.jpg,https://cdn21vek.by/img/galleries/6477/939/preview/esel3an520_panasonic_607414f172603.jpeg
425442198,ТриЯ,Туалетный столик,Майя,265.0,185.5,185.5,30,"Новый, скол на зеркале",https://www.21vek.by/dressing_tables/triya_0133.html,https://cdn21vek.by/img/galleries/6209/806/sale/4161615/preview/3132609321360720088.jpg,https://cdn21vek.by/img/galleries/6209/806/preview/triya_0133_5f96891e16047.jpeg
425450673,Сокол-Мебель,Компьютерный стол,КСТ-19,369.44,258.61,258.61,30,"Новый, скол на перегородке, отслоение кромки от столешницы",https://www.21vek.by/office_desks/19_sokol_mebel_06.html,https://cdn21vek.by/img/galleries/7313/303/sale/4182039/preview/4962272068979886684.jpg,https://cdn21vek.by/img/galleries/7313/303/preview/19_sokol_mebel_06_62303a2c41fcc.jpeg
